tourist_destination,review_post
Heritage Hill and Nature Park Garden,Its beautiful
Heritage Hill and Nature Park Garden,Very historical
Heritage Hill and Nature Park Garden,too many people cant take artistic shot
Heritage Hill and Nature Park Garden,Place for historians and adventurous people♥️
Heritage Hill and Nature Park Garden,Horroryfic view
Heritage Hill and Nature Park Garden,Its was amazing
Heritage Hill and Nature Park Garden,I love Baguio city....
Heritage Hill and Nature Park Garden,Great place for people with third eye!
Heritage Hill and Nature Park Garden,People said the place is creepy but I doubt
Heritage Hill and Nature Park Garden,Nice View. better than Mines View.
Heritage Hill and Nature Park Garden,Ambience and aura is spot on! 👌  
Heritage Hill and Nature Park Garden,Bird's eyeview when you are at the top of the hotel
Heritage Hill and Nature Park Garden,best place to visit.
Heritage Hill and Nature Park Garden,Creepy..👻👻👻
Heritage Hill and Nature Park Garden,Love the view and the History of the Heritage Hill
Heritage Hill and Nature Park Garden,Im so thankful to visit .
Heritage Hill and Nature Park Garden,There's no ghost
Heritage Hill and Nature Park Garden,Because its nice
Heritage Hill and Nature Park Garden,Heavenly
Heritage Hill and Nature Park Garden,Horrific . Exciting .
Heritage Hill and Nature Park Garden,Scary
Heritage Hill and Nature Park Garden,very scary
Heritage Hill and Nature Park Garden,As usual super wowww❤️❤️❤️
Heritage Hill and Nature Park Garden,beuatiful scenario and panoramic place.
Heritage Hill and Nature Park Garden,Best to visit 6pm onwards
Heritage Hill and Nature Park Garden,Not that scary but beautiful!!!!
Heritage Hill and Nature Park Garden,You'll love its creepiness
Heritage Hill and Nature Park Garden,Amazing place to stay.. 😊
Heritage Hill and Nature Park Garden,Sorrowful history
Heritage Hill and Nature Park Garden,A place where you can experience being part of the history
Heritage Hill and Nature Park Garden,Still has the eerie ambience!
Heritage Hill and Nature Park Garden,Very interesting old place
Heritage Hill and Nature Park Garden,They said its a haunted building.
Heritage Hill and Nature Park Garden,Love the place
Heritage Hill and Nature Park Garden,📷
Heritage Hill and Nature Park Garden,A history unfolds when you visit the place....
Heritage Hill and Nature Park Garden,Haunted house
Heritage Hill and Nature Park Garden,"Overlooking view. Not that creepy, actually."
Heritage Hill and Nature Park Garden,This place looks so scary
Heritage Hill and Nature Park Garden,history
Heritage Hill and Nature Park Garden,The building is close😟😟😟😟
Heritage Hill and Nature Park Garden,😀
Heritage Hill and Nature Park Garden,"Lots of plants, some are native to Baguio"
Heritage Hill and Nature Park Garden,A creepy yet historical place.
Heritage Hill and Nature Park Garden,Its A Abandond Hotel Built By Dominicans
Heritage Hill and Nature Park Garden,👍
Heritage Hill and Nature Park Garden,"It's free, and spooky."
Heritage Hill and Nature Park Garden,History is a great teacher..
Heritage Hill and Nature Park Garden,Has an eerie feel to the place..
Heritage Hill and Nature Park Garden,Thr best
Heritage Hill and Nature Park Garden,Kinda stink due to smell of urine
Heritage Hill and Nature Park Garden,Baguio summer capitalnof the philippines
Heritage Hill and Nature Park Garden,Place was clean and orderly...
Heritage Hill and Nature Park Garden,Stinks! It's not being maintained!
Heritage Hill and Nature Park Garden,Freindly people. Nice place.
Heritage Hill and Nature Park Garden,Breakfast yummy!
Heritage Hill and Nature Park Garden,Freaky place.. Nice experience!!!
Heritage Hill and Nature Park Garden,Perfect for picture taking!
Heritage Hill and Nature Park Garden,An earie and historical place to visit
Heritage Hill and Nature Park Garden,Nice view
Heritage Hill and Nature Park Garden,Nice food
Heritage Hill and Nature Park Garden,a must see..
Heritage Hill and Nature Park Garden,You should take a visit on this place 😊
Heritage Hill and Nature Park Garden,Damn! So amazing! 😊🤙
Heritage Hill and Nature Park Garden,Diplomat Hotel is so historic😁
Heritage Hill and Nature Park Garden,Big improvement on the facilities.
Heritage Hill and Nature Park Garden,interesting place.
Heritage Hill and Nature Park Garden,Good view
Heritage Hill and Nature Park Garden,Cool city
Heritage Hill and Nature Park Garden,Very scary and informative
Heritage Hill and Nature Park Garden,Not a haunted place
Heritage Hill and Nature Park Garden,Serine and quiet.
Heritage Hill and Nature Park Garden,Good one
Heritage Hill and Nature Park Garden,No parking fee
Heritage Hill and Nature Park Garden,Beautiful place
Heritage Hill and Nature Park Garden,Love it.
Heritage Hill and Nature Park Garden,Great place to visit.
Heritage Hill and Nature Park Garden,So many evil spirits
Heritage Hill and Nature Park Garden,Good
Heritage Hill and Nature Park Garden,Great for photography!
Heritage Hill and Nature Park Garden,So rich in history!
Heritage Hill and Nature Park Garden,A great Ancient place
Heritage Hill and Nature Park Garden,Must see attraction
Heritage Hill and Nature Park Garden,Nice and clean place
Heritage Hill and Nature Park Garden,Its good
Heritage Hill and Nature Park Garden,Pretty old house!
Heritage Hill and Nature Park Garden,Not scAry at ALL!!
Heritage Hill and Nature Park Garden,Famous for ghost stories
Heritage Hill and Nature Park Garden,Very relaxing place
Heritage Hill and Nature Park Garden,  😬
Heritage Hill and Nature Park Garden,Nice..
Heritage Hill and Nature Park Garden,something weird when am there
Heritage Hill and Nature Park Garden,It has a history to tell...
Heritage Hill and Nature Park Garden,Loved it!
Heritage Hill and Nature Park Garden,Nice.
Heritage Hill and Nature Park Garden,Beautiful and spooky.
Heritage Hill and Nature Park Garden,Amazed and proud to be a pilipino
Heritage Hill and Nature Park Garden,Love it !
Heritage Hill and Nature Park Garden,Creepy
Heritage Hill and Nature Park Garden,Good...
Heritage Hill and Nature Park Garden,Scary place. Hahaha
Heritage Hill and Nature Park Garden,Well its nice!
Heritage Hill and Nature Park Garden,Satisfied
Heritage Hill and Nature Park Garden,Preserve this place please
Heritage Hill and Nature Park Garden,Very good place...
Heritage Hill and Nature Park Garden,Haunted
Heritage Hill and Nature Park Garden,Love it
Heritage Hill and Nature Park Garden,💓🐷
Heritage Hill and Nature Park Garden,nice place to visit
Heritage Hill and Nature Park Garden,History.
Heritage Hill and Nature Park Garden,scary....
Heritage Hill and Nature Park Garden,"Ruins, not for everyone.."
Heritage Hill and Nature Park Garden,nice place
Heritage Hill and Nature Park Garden,Nice
Heritage Hill and Nature Park Garden,Full of art works
Heritage Hill and Nature Park Garden,Serene environment.
Heritage Hill and Nature Park Garden,Historical
Heritage Hill and Nature Park Garden,nice place
Heritage Hill and Nature Park Garden,Historical place
Heritage Hill and Nature Park Garden,Wonderful
Heritage Hill and Nature Park Garden,Spooky
Heritage Hill and Nature Park Garden,this place is full of history
Heritage Hill and Nature Park Garden,Creepy Place 👻👻👻
Heritage Hill and Nature Park Garden,Ok
Heritage Hill and Nature Park Garden,Cool
Heritage Hill and Nature Park Garden,nice
Heritage Hill and Nature Park Garden,Great
